i,Title,book_type,discipline,topic,confidence
1678,"Le discours rapporté : histoire, théories, pratiques /",academic,linguistics,not_applicable,high
1679,Isabelle de Charrière (Belle de Zuylen) : de la correspondance au roman épistolaire /,academic,literature_studies,not_applicable,high
1680,L'enclos des Lumières : essais sur la culture littéraire en Suisse romande au XVIIIe siècle /,academic,literature_studies,not_applicable,high
1681,"La sensibilité dans la Suisse des Lumières : entre physiologie et morale, une qualité opportuniste /",academic,literature_studies,not_applicable,high
1682,Avers : des nouvelles des indésirables /,fiction,not_applicable,not_applicable,high
1683,Les origines : pourquoi devient-on qui l'on est ? /,non_fiction_general,not_applicable,personal_development,medium
1684,Les ingénieurs du chaos /,non_fiction_general,not_applicable,current_affairs_politics,high
1685,L'alphabet du silence /,fiction,not_applicable,not_applicable,high
1686,La femme gelée /,fiction,not_applicable,not_applicable,high
1687,Rome et ses environs : 2023/2024,practical,not_applicable,travel,high
1688,Le monde de demain /,non_fiction_general,not_applicable,current_affairs_politics,high
1689,Prophète en son pays /,non_fiction_general,not_applicable,current_affairs_politics,high
1690,L'hôte : roman /,fiction,not_applicable,not_applicable,high
1691,"Une vie au service de mon pays : plaidoyer pour une Suisse neutre, active et respectée /",non_fiction_general,not_applicable,biography_memoir,high
1692,Persiana everyday : recettes rapides des confins de l'Orient /,practical,not_applicable,cooking_food,high
1693,"""L'usage du monde"" de Nicolas Bouvier /",academic,literature_studies,not_applicable,high
1694,Maus : un survivant raconte /,comics,not_applicable,biography_memoir,high
1695,Maus : un survivant raconte /,comics,not_applicable,biography_memoir,high
1696,1979 /,comics,not_applicable,biography_memoir,high
1697,Le Manifeste des 343 : L'histoire d'un combat /,comics,not_applicable,current_affairs_politics,high
1698,Le XXe siècle en manga /,comics,not_applicable,history_civilization,high
1699,Paroles de poilus : lettres et carnets du front : (1914-1918) /,non_fiction_general,not_applicable,biography_memoir,high
1700,La grève générale de 1918 en Suisse : histoire et répercussions /,academic,history,not_applicable,high
1701,Le Journal d'Anne Frank /,comics,not_applicable,biography_memoir,high
1702,Les frères Karamazov : roman /,fiction,not_applicable,not_applicable,high
1703,La destruction de la raison : Nietzsche /,academic,philosophy,not_applicable,high
1704,Le droit public en mouvement : mélanges en l'honneur du professeur Etienne Poltier /,reference,law,not_applicable,high
1705,Droit des marchés publics /,reference,law,not_applicable,high
1706,"Le ""gré à gré exceptionnel"" dans les marchés publics : étude de droit suisse et européen /",academic,law,not_applicable,high
1707,Contribution à une histoire des cartels en Suisse /,academic,history,not_applicable,high
1708,Handkommentar zum Schweizerischen Beschaffungsrecht /,reference,law,not_applicable,high
1709,Droit de la concurrence /,academic,law,not_applicable,high
1710,Kartellgesetz /,reference,law,not_applicable,high
1711,"Droit de la concurrence : loi sur les cartels, loi sur la surveillance des prix, loi sur le marché intérieur, loi sur les entraves techniques au commerce : commentaire /",reference,law,not_applicable,high
1712,(Re)faire la loi : traité de légistique à l'ère du droit souple /,academic,law,not_applicable,high
1713,La loi du sang : penser et agir en nazi /,academic,history,not_applicable,high
1714,Histoire du droit suisse /,academic,law,not_applicable,high
1715,Les Brutalistes : les plus grands architectes du brutalisme /,reference,arts_art_history,not_applicable,high
1716,"L'économie genevoise, de la Réforme à la fin de l'Ancien Régime : XVIe-XVIIIe siècles /",academic,history,not_applicable,high
1717,"Missbräuche bei der Vergabe öffentlicher Bauaufträge : Analysen, Beispiele und Lösungsvorschläge /",academic,law,not_applicable,high
1718,Théorie pure du droit : introduction à la science du droit /,academic,law,not_applicable,high
1719,Droit des successions : (art. 457-640 CC) /,reference,law,not_applicable,high
1720,Internet et droit : protection de la personnalité et questions pratiques /,reference,law,not_applicable,high
1721,Droit constitutionnel suisse /,academic,law,not_applicable,high
1722,Géométrie de l'égalité /,academic,law,not_applicable,high
1723,Verfassungsrecht der Schweiz = Droit constitutionnel suisse /,academic,law,not_applicable,high
1724,Droit des marchés publics /,reference,law,not_applicable,high
1725,Immaterialgüter- und Wettbewerbsrecht /,reference,law,not_applicable,high
1726,Les fondements historiques européens du Code civil suisse /,academic,law,not_applicable,high
1727,Droit suisse de l'énergie /,academic,law,not_applicable,high
1728,"Libres d'obéir : le management, du nazisme à aujourd'hui /",non_fiction_general,not_applicable,current_affairs_politics,high
1729,Les minorités et le droit : mélanges en l'honneur du professeur Barbara Wilson = Minorities and the law : liber amicorum for professor Barbara Wilson /,academic,law,not_applicable,high
1730,La notion de vulnérabilité dans la jurisprudence de la Cour européenne des droits de l'homme : contours et utilité d'un concept en vogue /,academic,law,not_applicable,high
1731,Repenser la gestion publique : bilan et perspectives en Suisse /,academic,economics_management,not_applicable,high
1732,Les éclats /,fiction,not_applicable,not_applicable,high
1733,Douceurs suisses : voyage culinaire en 45 recettes faciles et irrésistibles /,practical,not_applicable,cooking_food,high
1734,Les hommes hétéros le sont-ils vraiment ? /,non_fiction_general,not_applicable,relationships,high
1735,L'insoutenable légèreté de l'être /,fiction,not_applicable,not_applicable,high
1736,Comprendre la physique /,academic,physics,not_applicable,high
1737,Suisse,practical,not_applicable,travel,high
1738,Histoire et légendes mathématiques /,non_fiction_general,not_applicable,history_civilization,high
1739,10 modèles pour comprendre l'Univers /,popular_science,astronomy_space,not_applicable,high
1740,La pédagogie de l'enseignement supérieur : repères théoriques et applications pratiques /,academic,education_sciences,not_applicable,high
1741,"Accompagner les étudiants : rôles de l'enseignant, dispositifs et mises en œuvre /",academic,education_sciences,not_applicable,high
1742,Quand la note devient constructive : évaluer pour certifier et soutenir les apprentissages /,academic,education_sciences,not_applicable,high
1743,La rétroaction efficace : des stratégies pour soutenir les élèves dans leur apprentissage /,academic,education_sciences,not_applicable,high
1744,Technoféminisme : comment le numérique aggrave les inégalités /,non_fiction_general,not_applicable,current_affairs_politics,high
1745,Atlas du Moyen-Orient : aux racines de la violence /,reference,geography,not_applicable,high
1746,Histoire de la virilité /,academic,history,not_applicable,high
1747,Naissance de l'écoféminisme /,academic,philosophy,not_applicable,high
1748,Infographie de la Rome antique /,children,not_applicable,not_applicable,high
1749,L'Europe des Lumières : 1680-1820 /,non_fiction_general,not_applicable,history_civilization,high
1750,Bruxelles et ses environs : 2023-2024 /,practical,not_applicable,travel,high
1751,Grandeur & décadence /,comics,not_applicable,current_affairs_politics,high
1752,L'origine du monde /,comics,not_applicable,health_wellness,high
1753,Histoire de la rue : de l'Antiquité à nos jours /,non_fiction_general,not_applicable,history_civilization,high
1754,Cléopâtre /,academic,history,not_applicable,high
1755,La Russie face à l'Europe : d'Ivan le Terrible à Vladimir Poutine /,non_fiction_general,not_applicable,history_civilization,high
1756,"Mieux dormir : Votre guide de chevet des solutions, techniques, thérapies et remèdes naturels /",practical,not_applicable,health_wellness,high
1757,La fabuleuse histoire de l'Antiquité : des grandes pyramides à la chute de l'Empire Romain /,non_fiction_general,not_applicable,history_civilization,high
1758,Homo energeticus : pour une transition bas carbone /,non_fiction_general,not_applicable,current_affairs_politics,high
1759,Les gens heureux lisent et boivent du café : roman /,fiction,not_applicable,not_applicable,high
1760,Indésirables !? : les animaux mal-aimés de la ville /,academic,environmental_sciences,not_applicable,high
1761,Le monde selon Amazon /,non_fiction_general,not_applicable,current_affairs_politics,high
1762,"Very important people : argent, gloire et beauté : enquête au coeur de la jet-set /",non_fiction_general,not_applicable,current_affairs_politics,high
1763,Le géant empêtré : la Russie et le monde de la fin de l'URSS à l'invasion de l'Ukraine /,non_fiction_general,not_applicable,current_affairs_politics,high
1764,Voyager en Europe au temps des Lumières : les émotions de la liberté /,non_fiction_general,not_applicable,travel,high
1765,Atlas des utopies /,reference,not_applicable,not_applicable,medium
1766,Désinformation économique : repérer les stratégies marketing qui enjolivent les chiffres officiels /,non_fiction_general,not_applicable,current_affairs_politics,high
1767,Une jeunesse à Berlin : bilan d'étape : 1926-1950 /,non_fiction_general,not_applicable,biography_memoir,high
1768,Le temps des loups : L'Allemagne et les Allemands (1945-1955) /,non_fiction_general,not_applicable,history_civilization,high
1769,Tribunaux civils suisses : un voyage dans l'architecture judiciaire civile suisse = Schweizerische Zivilgerichte : ein architektonischer Streifzug durch die schweizerischen Zivilgerichte /,academic,law,not_applicable,high
1770,Traité de droit agraire suisse /,academic,law,not_applicable,high
1771,Procédure administrative /,reference,law,not_applicable,high
1772,Droit de l'environnement : vers un droit économique au service de l'environnement /,academic,law,not_applicable,high
1773,Kommentar NHG : ergänzt um Erläuterungen zu JSG und BGF = Commentaire LPN : augmenté d'aspects choisis des LChP et LFSP /,reference,law,not_applicable,high
1774,Droit suisse de l'environnement : code annoté /,reference,law,not_applicable,high
1775,"Mélanges en l'honneur de Pierre Moor : théorie du droit, droit administratif, organisation du territoire /",academic,law,not_applicable,high
1776,Verfassungsrecht der Schweiz = Droit constitutionnel suisse /,academic,law,not_applicable,high
1777,La poursuite pour dettes et la faillite : selon la loi fédérale du 11 avril 1889 : tableaux synoptiques /,reference,law,not_applicable,high
1778,"Droit pénal accessoire : code annoté de la jurisprudence fédérale et cantonale : DPA, LEtr, LFAIE, LCD, LFMG, LArm, LIFD, LPA, LEaux, LChP, LAVS, LStup, LLP /",reference,law,not_applicable,high
1779,Edition annotée de la loi fédérale sur la poursuite pour dettes et la faillite /,reference,law,not_applicable,high
1780,"Droit privé judiciaire vaudois : annoté : CDPJ, LVPAE (textes intégraux), LEAE, LJB, LGBL, LFOCL, LVLBFA, LJT, CCV, CRF (extraits) /",reference,law,not_applicable,high
1781,De la poubelle au musée : une anthropologie des restes /,academic,anthropology_ethnology,not_applicable,high
1782,L'Olympe des infortunes : roman /,fiction,not_applicable,not_applicable,high
1783,Du fait de cuisine : traité de gastronomie médiévale de Maître Chiquart /,reference,not_applicable,not_applicable,high
1784,Dictionnaire de l'objet surréaliste /,reference,arts_art_history,not_applicable,high
1785,Tout garder /,non_fiction_general,not_applicable,biography_memoir,high
1786,Marchands et marchandises au péage de Villeneuve de Chillon : (première moitié du XVe siècle) /,academic,history,not_applicable,high
1787,Les non-maladies : la médecine au défi /,non_fiction_general,not_applicable,current_affairs_politics,high
1788,Ufficiali e gentiluomini : la società politica sabauda nel tardo Medioevo /,academic,history,not_applicable,high
1789,"Amedeo VIII, 1383-1451 /",non_fiction_general,not_applicable,biography_memoir,high
1790,"L'état breton aux 14e et 15e siècles : les ducs, l'argent et les hommes /",academic,history,not_applicable,high
1791,Storia di Milano /,non_fiction_general,not_applicable,history_civilization,high
1792,Dictionnaire biographique des médecins en France au Moyen-Age /,reference,history,not_applicable,high
1793,La société de cour /,academic,sociology,not_applicable,high
1794,"L'affermarsi della corte sabauda : dinastie, poteri, ""élites"" in Piemonte e Savoia fra tardo Medioevo e prima età moderna /",academic,history,not_applicable,high
1795,La finanza sabauda nel sec. XIII /,academic,history,not_applicable,medium
1796,Eteignez tout et la vie s'allume : roman /,fiction,not_applicable,not_applicable,high
1797,La douceur de l'eau : roman /,fiction,not_applicable,not_applicable,high
1798,Harlem Shuffle : roman /,fiction,not_applicable,not_applicable,high
1799,Méthode complète de théâtre : 450 exercices issus de la pratique /,practical,not_applicable,education_learning,high
1800,Fille d'Amanitore ; [suivi de] Et que mon règne arrive /,fiction,not_applicable,not_applicable,high
1801,La réunification des deux Corées /,non_fiction_general,not_applicable,current_affairs_politics,medium
1802,Cohérence cardiaque 3.6.5 : le guide de respiration antistress /,practical,not_applicable,health_wellness,high
1803,Les hommes ont peur de la lumière /,fiction,not_applicable,not_applicable,high
1804,"""La promesse de l'aube"" de Romain Gary /",academic,literature_studies,not_applicable,high
1805,Le gang des rêves /,fiction,not_applicable,not_applicable,medium
1806,Mattéo /,comics,not_applicable,not_applicable,high
1807,The light we carry : overcoming in uncertain times /,non_fiction_general,not_applicable,personal_development,high
1808,"Panorama des religions : traditions, convictions et pratiques en Suisse romande /",non_fiction_general,not_applicable,religion_practice,high
1809,Histoire de l'art sans les hommes /,non_fiction_general,not_applicable,art_culture,high
1810,Hors cadre : l'art et la méthode d'un chercheur de trésors /,non_fiction_general,not_applicable,art_culture,medium
1811,Old babes in the wood : stories /,fiction,not_applicable,not_applicable,high
1812,"The baroness : the search for Nica, rebellious Rothschild and jazz's secret muse /",non_fiction_general,not_applicable,biography_memoir,high
1813,Le spectre du théâtre /,non_fiction_general,not_applicable,art_culture,high
1814,"Scènes contemporaines : théâtre, danse, cirque, performance /",reference,arts_art_history,not_applicable,medium
1815,Raymond Devos : une biographie /,non_fiction_general,not_applicable,biography_memoir,high
1816,Lee Miller : photographies /,reference,arts_art_history,not_applicable,high
1817,A winter grave /,fiction,not_applicable,not_applicable,high
1818,Qu'est-ce qu'un personnage ? : questions de théâtre /,academic,literature_studies,not_applicable,high
1819,L'art qui dérange : 50 oeuvres disruptives d'art moderne et contemporain /,reference,arts_art_history,not_applicable,high
1820,Fins de règne /,comics,not_applicable,current_affairs_politics,high
1821,Das Vormundschaftsgeheimnis : die Schweigepflicht der vormundschaftlichen Organe und Hilfsorgane /,academic,law,not_applicable,high
1822,Das Ende des Amtes des Vormundes /,academic,law,not_applicable,high
1823,Zehnte Schweizer Familienrecht§Tage : 9./10. September 2022 in Zürich /,academic,law,not_applicable,high
1824,L'expertise médicale /,academic,law,not_applicable,high
1825,Datenschutzgesetz (DSG) : Bundesgesetz vom 25. September 2020 über den Datenschutz (DSG) /,reference,law,not_applicable,high
1826,Le bail à loyer /,reference,law,not_applicable,high
1827,Kindes- und Erwachsenenschutzrecht /,reference,law,not_applicable,high
1828,LPD : loi fédérale sur la protection des données /,reference,law,not_applicable,high
1829,Besonderer Teil /,reference,law,not_applicable,high
1830,Mad honey /,fiction,not_applicable,not_applicable,high
1831,Les victorieuses : roman /,fiction,not_applicable,not_applicable,high
1832,Dschinns : Roman /,fiction,not_applicable,not_applicable,high
1833,Der Traum vom Fliegen : Roman /,fiction,not_applicable,not_applicable,high
1834,The bookbinder of Jericho /,fiction,not_applicable,not_applicable,high
1835,Der heutige Tag : ein Stundenbuch der Liebe /,non_fiction_general,not_applicable,personal_development,medium
1836,Lessons in chemistry /,fiction,not_applicable,not_applicable,high
1837,Système touristique et culture technique dans l'arc lémanique : analyse d'une success story et de ses effets sur l'économie régionale (1852-1914) /,academic,history,not_applicable,high
1838,"Le vieil Yverdon : vu par les photographes, 1870-1920 /",reference,arts_art_history,not_applicable,high
1839,Gestion des ressources humaines : pour le meilleur et pour le pire /,academic,economics_management,not_applicable,high
1840,"""Propre en ordre"" : habitation et vie domestique 1850-1930 : l'exemple vaudois /",academic,history,not_applicable,high
1841,Clara Haskil /,non_fiction_general,not_applicable,biography_memoir,high
1842,"On l'appelait Maïco : Marie-Claude Vaillant-Couturier, la révoltée /",non_fiction_general,not_applicable,biography_memoir,high
1843,Le coup du milieu : vaudoiseries contées ou grappillées pour rigoler ! /,non_fiction_general,not_applicable,art_culture,medium
1844,"Popistes : histoire du Parti ouvrier et populaire vaudois, 1943-2001 /",academic,history,not_applicable,high
1845,Wirtschaftsgeschichte in der Schweiz : eine historiographische Skizze = L'histoire économique en Suisse : une esquisse historiographique /,academic,history,not_applicable,high
1846,"La grève générale de 1918 : crises, conflits, controverses = Der Landesstreik 1918 : Krisen, Konflikte, Kontroversen /",academic,history,not_applicable,high
1847,L'émergence du monde ouvrier en Suisse au XIXe siècle /,academic,history,not_applicable,high
1848,"La librairie, un univers en mutation : histoire de la librairie Payot (1877-1986) /",academic,history,not_applicable,high
1849,C'est comme ça qu'on fait un film /,practical,not_applicable,art_culture,high
1850,"Ni guerre ni paix : journal et correspondance d'une jeune Lausannoise, 1939-1945 /",non_fiction_general,not_applicable,biography_memoir,high
1851,Mémoires et réflexions /,non_fiction_general,not_applicable,biography_memoir,high
1852,6 juillet 1947 : la Suisse dans le monde d'après-guerre /,academic,history,not_applicable,high
1853,Langage des vaudois : mots et expressions /,reference,linguistics,not_applicable,high
1854,La Famille : roman /,fiction,not_applicable,not_applicable,high
1855,Femmes sous surveillance : quelques mots sans fard sur la condition des femmes /,non_fiction_general,not_applicable,current_affairs_politics,high
1856,Quel est le salaud qui m'a poussé ? : cent figures de l'histoire suisse /,non_fiction_general,not_applicable,history_civilization,high
1857,La Chaux-de-Fonds 1912-2012 : histoires d'une ville de gauche /,non_fiction_general,not_applicable,history_civilization,high
1858,Code pénal suisse : [du 21 décembre 1937 (état le 1er juillet 2020)] /,reference,law,not_applicable,high
1859,Code des obligations : [du 30 mars 1911 (état le 1er janvier 2021)] /,reference,law,not_applicable,high
1860,Code civil suisse : [du 10 décembre 1907 (état le 1er janvier 2021)] /,reference,law,not_applicable,high
1861,Droit international public : précis de droit et résumés de jurisprudence /,reference,law,not_applicable,high
1862,La recherche et la rédaction juridiques /,academic,law,not_applicable,high
1863,La recherche et la rédaction juridiques /,reference,law,not_applicable,high
1864,La Suisse et la guerre de 1914-1918 : actes du colloque tenu du 10 au 12 septembre 2014 au Château de Penthes /,academic,history,not_applicable,high
1865,L'art de la séduction /,non_fiction_general,not_applicable,relationships,high
1866,"Le certificat de travail en Suisse : de son élaboration à sa remise : conseils, bases légales et règles utiles /",reference,law,not_applicable,high
1867,"L'âge de la résilience : la terre se réensauvage, il faut nous réinventer... /",non_fiction_general,not_applicable,current_affairs_politics,medium
1868,Atlas de l'invisible : cartes et infographies pour voir le monde d’un autre oeil /,reference,not_applicable,not_applicable,high
1869,Rando kids Suisse : de cabane en cabane /,practical,not_applicable,travel,high
1870,"Et si on se parlait ? : le petit livre pour aider les enfants à parler de tout, sans tabou ! /",children,not_applicable,not_applicable,high
1871,L'éveil de la petite grenouille : la méditation pour les parents avec leurs tout-petits  [Ensemble multi-supports] /,practical,not_applicable,parenting_family,high
1872,"Mises en ""je"" : autobiographie et film documentaire /",academic,literature_studies,not_applicable,high
1873,La grande transformation du sommeil : comment la révolution industrielle a bouleversé nos nuits /,non_fiction_general,not_applicable,history_civilization,high
1874,Au-delà du rideau de bambou : relations culturelles et amitiés politiques sino-suisses (1949-1989) /,academic,history,not_applicable,high
1875,A la folie /,non_fiction_general,not_applicable,biography_memoir,high
1876,"Aspects du primitivisme littéraire : (C.F. Ramuz, Claude Simon, Richard Millet) /",academic,literature_studies,not_applicable,high
1877,"La littérature française au présent : héritage, modernité, mutations /",academic,literature_studies,not_applicable,high
1878,La construction textuelle du point de vue /,academic,linguistics,not_applicable,high
1879,Le choeur des femmes : roman /,fiction,not_applicable,not_applicable,high
1880,Le chœur des femmes : adaptation du roman de Martin Winckler paru aux editions P.O.L /,comics,not_applicable,health_wellness,high
1881,Psychosomatique du rire : Rire pour guérir /,non_fiction_general,not_applicable,health_wellness,high
1882,L'apprentissage coopératif : origines et évolutions d'une méthode pédagogique /,academic,education_sciences,not_applicable,high
1883,"L'inclusion scolaire : ses fondements, ses acteurs et ses pratiques /",academic,education_sciences,not_applicable,high
1884,La motivation en contexte scolaire /,academic,education_sciences,not_applicable,high
1885,Motivation et réussite scolaire /,academic,psychology,not_applicable,high
1886,Penser la différenciation pédagogique /,academic,education_sciences,not_applicable,high
1887,Protection des données en entreprise /,reference,law,not_applicable,high
1888,"Cybercriminalité : comprendre, prévenir, réagir /",practical,not_applicable,career_business,high
1889,Guerre secrète en Suisse : 1939-1945 /,non_fiction_general,not_applicable,history_civilization,high
1890,100 idées pour éviter les punitions : [un livre pour redonner le sourire aux enfants et aux parents] /,practical,not_applicable,parenting_family,high
1891,Philosophie éthique : enjeux et débats actuels /,academic,philosophy,not_applicable,high
1892,"Le Palais de Rumine, Lausanne /",reference,arts_art_history,not_applicable,high
1893,Lausanne - Les lieux du sacré /,reference,arts_art_history,not_applicable,high
1894,Lausanne - Les écoles /,reference,not_applicable,travel,high
1895,"Lausanne - Banques, bureaux et commerces /",reference,arts_art_history,not_applicable,high
1896,Histoire de Lausanne /,non_fiction_general,not_applicable,history_civilization,high
1897,Le portail peint de la cathédrale de Lausanne : chef-d'oeuvre de la sculpture gothique /,reference,arts_art_history,not_applicable,high
1898,Lausanne à travers les âges /,non_fiction_general,not_applicable,history_civilization,high
1899,Les jours sont comme l'herbe : romans /,fiction,not_applicable,not_applicable,high
1900,Téléréalité : roman /,fiction,not_applicable,not_applicable,high
1901,Ni d'Eve ni d'Adam : roman /,fiction,not_applicable,not_applicable,high
1902,Vladivostok Circus /,fiction,not_applicable,not_applicable,high
1903,L'infini dans un roseau : l'invention des livres dans l'Antiquité /,academic,history,not_applicable,high
1904,Oeuvres complètes /,reference,philosophy,not_applicable,high
1905,Cervocomix : tout le fonctionnement du cerveau expliqué en BD /,comics,not_applicable,science_technology,high
1906,Les bonnes protéines /,practical,not_applicable,cooking_food,high
1907,Les Thermopyles : la plus grande bataille de l'Antiquité /,non_fiction_general,not_applicable,history_civilization,high
1908,Yoga senior : la méthode de Gasquet /,practical,not_applicable,health_wellness,high
1909,Réinventez vos formations avec les neurosciences : tout comprendre du cerveau et de l'apprentissage des adultes /,practical,not_applicable,education_learning,high
1910,Atlas historique des Celtes /,reference,history,not_applicable,high
1911,Troubles dys- /,practical,not_applicable,education_learning,high
1912,Théophraste : Recherches sur les plantes : A l'origine de la botanique /,academic,history,not_applicable,high
1913,"Punir, prévenir et resocialiser : de l'arrestation provisoire à la libération conditionnelle : aperçu général du droit des sanctions pénales et du système carcéral en Suisse /",reference,law,not_applicable,high
1914,Introduction au monde de l'exécution des peines : de la peine à son exécution /,academic,law,not_applicable,high
1915,Exécution des peines : l'exécution des peines et mesures concernant les adultes en Suisse /,reference,law,not_applicable,high
1916,Précis de criminologie /,academic,law,not_applicable,high
1917,Le juge et le psychiatre : une tension nécessaire /,academic,law,not_applicable,high
1918,Embrasse-moi /,comics,not_applicable,biography_memoir,high
1919,Dernier week-end de janvier /,comics,not_applicable,not_applicable,high
1920,Paysages sous tension : électricité et politique en Suisse occidentale /,academic,history,not_applicable,high
1921,"Les édiles au stade : aux origines des politiques sportives municipales, vers 1850-1914 /",academic,history,not_applicable,high
1922,"Montagnes, Méditerranée, mémoire : mélanges offerts à Philippe Joutard /",academic,history,not_applicable,high
1923,L'environnement à l'époque moderne /,academic,history,not_applicable,high
1924,L'occupation du monde /,academic,philosophy,not_applicable,high
1925,Nature et récits : essais d'histoire environnementale /,non_fiction_general,not_applicable,nature_animals,high
1926,Du nouveau sous le soleil : une histoire de l'environnement mondial au XXe siècle /,academic,history,not_applicable,high
1927,Quand la montagne aussi a une histoire : mélanges offerts à Jean-François Bergier /,academic,history,not_applicable,high
1928,Le CIO à Lausanne : (1939-1999) /,non_fiction_general,not_applicable,history_civilization,high
1929,Creating wilderness : a transnational history of the Swiss National Park /,academic,history,not_applicable,high
1930,Les Alpes productives : renouveler l'industrie alpine pour repenser le futur du massif /,academic,economics_management,not_applicable,high
1931,Vortex : faire face à l'anthropocène /,non_fiction_general,not_applicable,current_affairs_politics,high
1932,La Suisse verte : les premières années du parti écologiste suisse /,non_fiction_general,not_applicable,current_affairs_politics,high
1933,"Le sport dans l'Antiquité : Egypte, Grèce, Rome /",academic,history,not_applicable,high
1934,"Les Verts en Suisse : leur politique, leur histoire, leur base /",academic,political_science,not_applicable,high
1935,"Tourisme, mobilités et développement régional dans les Alpes suisses : mise en scène et valeur territoriale : Montreux, Finhaut et Zermatt du XIXe siècle à nos jours /",academic,economics_management,not_applicable,high
1936,Itinéraires : guides de voyage et tourisme alpin : 1780-1920 /,academic,history,not_applicable,high
1937,Histoire des transports et de la mobilité : entre concurrence modale et coordination (de 1918 à nos jours) = Transport and mobility history : between modal competition and coordination (from 1918 to the present) /,academic,history,not_applicable,high
1938,La Suisse se découvre : le tourisme helvétique en question (1730 à nos jours) /,academic,history,not_applicable,high
1939,A tire d'ailes : contributions de Hans Ulrich Jost à une histoire critique de la Suisse,non_fiction_general,not_applicable,biography_memoir,high
1940,"Alphonse Laverrière, 1872-1954 : parcours dans les archives d'un architecte /",reference,arts_art_history,not_applicable,high
1941,Un peintre italien à la cour d'Avignon : Matteo Giovannetti et la peinture en Provence au XIVe siècle /,academic,arts_art_history,not_applicable,high
1942,"Lutry, arts et monuments : du XIe au début du XXe siècle /",reference,arts_art_history,not_applicable,high
1943,Madère : 2021-22 /,practical,not_applicable,travel,high
1944,"Pas de langue de bois ! : nouvelles orthographes, néologismes, parlers identitaires... : le français dans tous ses états et débats /",non_fiction_general,not_applicable,language_learning,medium
1945,"La vie d'une cathédrale : organisation spatiale, sociale et religieuse autour de Notre-Dame de Lausanne (XIIIe-XVIe siècles) /",academic,history,not_applicable,high
1946,"Les hôpitaux vaudois au Moyen Age : Lausanne, Lutry, Yverdon /",academic,history,not_applicable,high
1947,Bestiaire du Moyen Age /,non_fiction_general,not_applicable,history_civilization,high
1948,Bestiaire du Moyen Age : images de la réalité et réalités de l'imaginaire /,academic,literature_studies,not_applicable,high
1949,Power : les 48 lois du pouvoir,practical,not_applicable,personal_development,high
1950,Enseigner aux élèves comment apprendre : 55 séances clé en main avec vidéos à l'appui /,practical,not_applicable,education_learning,high
1951,"Ecrire, un plaisir à la portée de tous : 350 techniques d'écriture créative /",practical,not_applicable,education_learning,high
1952,HHhH : roman /,fiction,not_applicable,not_applicable,high
1953,La sanction en éducation /,academic,education_sciences,not_applicable,high
1954,Éduquer avec tact : Vertu et compétence de l'enseignant /,academic,education_sciences,not_applicable,high
1955,Développer les compétences psychosociales : cycle 3 /,practical,not_applicable,education_learning,high
1956,"100 idées pour le bien-être des enfants à l'école : apprentissage, mouvement et pédagogie alternative /",practical,not_applicable,education_learning,high
1957,Apprendre à apprendre /,practical,not_applicable,education_learning,high
1958,Stimuler l'envie d'apprendre : les leviers de la motivation : collège /,practical,not_applicable,education_learning,high
1959,L'étoile du désert /,fiction,not_applicable,not_applicable,high
1960,Huit heures à Berlin /,comics,not_applicable,not_applicable,high
1961,Mies /,comics,not_applicable,biography_memoir,high
1962,V2 /,fiction,not_applicable,not_applicable,high
1963,L'ancien calendrier d'un amour : roman /,fiction,not_applicable,not_applicable,high
1964,La page blanche /,comics,not_applicable,not_applicable,medium
1965,L'incroyable histoire de la mythologie grecque /,comics,not_applicable,history_civilization,high
1966,Alpinistes de Mao /,non_fiction_general,not_applicable,biography_memoir,high
1967,Les enfants Oppermann /,fiction,not_applicable,not_applicable,high
1968,Le réseau : les derniers secrets de la Résistance /,non_fiction_general,not_applicable,history_civilization,high
1969,Fils de personne : roman /,fiction,not_applicable,not_applicable,high
1970,Colombian psycho /,fiction,not_applicable,not_applicable,high
1971,"Albert, Esther, Liebmann, Ruth et les autres : présences juives en Suisse romande /",non_fiction_general,not_applicable,history_civilization,high
1972,La baignoire de Staline : roman /,fiction,not_applicable,not_applicable,high
1973,Le château de Barbe-Bleue /,fiction,not_applicable,not_applicable,high
1974,Ouragans tropicaux /,fiction,not_applicable,not_applicable,high
1975,Et soudain le chasseur sortit du bois : roman /,fiction,not_applicable,not_applicable,high
1976,"Rose Valland, l'espionne à l'oeuvre : récit",non_fiction_general,not_applicable,biography_memoir,high
1977,Staline a bu la mer /,fiction,not_applicable,not_applicable,medium
1978,Une histoire des courses cyclistes /,non_fiction_general,not_applicable,history_civilization,high
1979,Lausanne : promenades littéraires /,non_fiction_general,not_applicable,travel,high
1980,Ne me remerciez pas ! : roman /,fiction,not_applicable,not_applicable,high
1981,Conspiration  /,fiction,not_applicable,not_applicable,high
1982,Les démons de Berlin : roman /,fiction,not_applicable,not_applicable,high
1983,La mathématique du Chat de Philippe Geluck /,comics,not_applicable,science_technology,high
1984,L'île des âmes : roman /,fiction,not_applicable,not_applicable,high
1985,Capital et idéologie /,academic,economics_management,not_applicable,high
1986,Hamlet /,children,not_applicable,not_applicable,high
1987,La défaite de l'Occident /,non_fiction_general,not_applicable,current_affairs_politics,high
1988,Apocalypse cognitive /,academic,sociology,not_applicable,high
1989,De l'économie d'abondance à l'économie de rareté /,non_fiction_general,not_applicable,current_affairs_politics,high
